"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"Count"	"Ontology"
"DG-GCL"	"GO:0045737"	"positive regulation of cyclin-dependent protein serine/threonine kinase activity"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0045742"	"positive regulation of epidermal growth factor receptor signaling pathway"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0045830"	"positive regulation of isotype switching"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0046827"	"positive regulation of protein export from nucleus"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0048247"	"lymphocyte chemotaxis"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0051570"	"regulation of histone H3-K9 methylation"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0055003"	"cardiac myofibril assembly"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0055090"	"acylglycerol homeostasis"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0060628"	"regulation of ER to Golgi vesicle-mediated transport"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0061311"	"cell surface receptor signaling pathway involved in heart development"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0070328"	"triglyceride homeostasis"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0070734"	"histone H3-K27 methylation"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0071280"	"cellular response to copper ion"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0071425"	"hematopoietic stem cell proliferation"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0071428"	"rRNA-containing ribonucleoprotein complex export from nucleus"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0086012"	"membrane depolarization during cardiac muscle cell action potential"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0090184"	"positive regulation of kidney development"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0097062"	"dendritic spine maintenance"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0097107"	"postsynaptic density assembly"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0097734"	"extracellular exosome biogenesis"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:1901223"	"negative regulation of NIK/NF-kappaB signaling"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:1901984"	"negative regulation of protein acetylation"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:1902742"	"apoptotic process involved in development"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:1903204"	"negative regulation of oxidative stress-induced neuron death"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:1903319"	"positive regulation of protein maturation"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:1904666"	"regulation of ubiquitin protein ligase activity"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:1905332"	"positive regulation of morphogenesis of an epithelium"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:1905809"	"negative regulation of synapse organization"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:1990182"	"exosomal secretion"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:2000352"	"negative regulation of endothelial cell apoptotic process"	"1/595"	"17/11810"	0.584975363001195	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0016860"	"intramolecular oxidoreductase activity"	"2/591"	"38/11561"	0.585532220542838	0.841970389286664	0.784355673787384	2	"MF"
"DG-GCL"	"GO:0031593"	"polyubiquitin modification-dependent protein binding"	"2/591"	"38/11561"	0.585532220542838	0.841970389286664	0.784355673787384	2	"MF"
"DG-GCL"	"GO:0050681"	"androgen receptor binding"	"2/591"	"38/11561"	0.585532220542838	0.841970389286664	0.784355673787384	2	"MF"
"DG-GCL"	"GO:0010959"	"regulation of metal ion transport"	"12/595"	"246/11810"	0.588199125491082	0.941064689012608	0.910076295665868	12	"BP"
"DG-GCL"	"GO:0048732"	"gland development"	"12/595"	"246/11810"	0.588199125491082	0.941064689012608	0.910076295665868	12	"BP"
"DG-GCL"	"GO:0019395"	"fatty acid oxidation"	"4/595"	"81/11810"	0.58821992899804	0.941064689012608	0.910076295665868	4	"BP"
"DG-GCL"	"GO:0006635"	"fatty acid beta-oxidation"	"3/595"	"60/11810"	0.588363846157177	0.941064689012608	0.910076295665868	3	"BP"
"DG-GCL"	"GO:0030183"	"B cell differentiation"	"3/595"	"60/11810"	0.588363846157177	0.941064689012608	0.910076295665868	3	"BP"
"DG-GCL"	"GO:0071158"	"positive regulation of cell cycle arrest"	"3/595"	"60/11810"	0.588363846157177	0.941064689012608	0.910076295665868	3	"BP"
"DG-GCL"	"GO:1903747"	"regulation of establishment of protein localization to mitochondrion"	"3/595"	"60/11810"	0.588363846157177	0.941064689012608	0.910076295665868	3	"BP"
"DG-GCL"	"GO:0046488"	"phosphatidylinositol metabolic process"	"8/595"	"164/11810"	0.588620519286889	0.941064689012608	0.910076295665868	8	"BP"
"DG-GCL"	"GO:0042445"	"hormone metabolic process"	"5/595"	"102/11810"	0.589381388766587	0.941064689012608	0.910076295665868	5	"BP"
"DG-GCL"	"GO:0043488"	"regulation of mRNA stability"	"5/595"	"102/11810"	0.589381388766587	0.941064689012608	0.910076295665868	5	"BP"
"DG-GCL"	"GO:0002274"	"myeloid leukocyte activation"	"19/595"	"389/11810"	0.589995207493645	0.941064689012608	0.910076295665868	19	"BP"
"DG-GCL"	"GO:0032947"	"protein-containing complex scaffold activity"	"4/591"	"80/11561"	0.590014276779787	0.841970389286664	0.784355673787384	4	"MF"
"DG-GCL"	"GO:0072521"	"purine-containing compound metabolic process"	"22/595"	"450/11810"	0.590394739030293	0.941064689012608	0.910076295665868	22	"BP"
"DG-GCL"	"GO:0000979"	"RNA polymerase II core promoter sequence-specific DNA binding"	"1/591"	"17/11561"	0.590442068223467	0.841970389286664	0.784355673787384	1	"MF"
"DG-GCL"	"GO:0000983"	"transcription factor activity, RNA polymerase II core promoter sequence-specific DNA binding"	"1/591"	"17/11561"	0.590442068223467	0.841970389286664	0.784355673787384	1	"MF"
"DG-GCL"	"GO:0001968"	"fibronectin binding"	"1/591"	"17/11561"	0.590442068223467	0.841970389286664	0.784355673787384	1	"MF"
"DG-GCL"	"GO:0016814"	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"	"1/591"	"17/11561"	0.590442068223467	0.841970389286664	0.784355673787384	1	"MF"
"DG-GCL"	"GO:0031418"	"L-ascorbic acid binding"	"1/591"	"17/11561"	0.590442068223467	0.841970389286664	0.784355673787384	1	"MF"
"DG-GCL"	"GO:0034237"	"protein kinase A regulatory subunit binding"	"1/591"	"17/11561"	0.590442068223467	0.841970389286664	0.784355673787384	1	"MF"
"DG-GCL"	"GO:0034459"	"ATP-dependent 3'-5' RNA helicase activity"	"1/591"	"17/11561"	0.590442068223467	0.841970389286664	0.784355673787384	1	"MF"
"DG-GCL"	"GO:0043325"	"phosphatidylinositol-3,4-bisphosphate binding"	"1/591"	"17/11561"	0.590442068223467	0.841970389286664	0.784355673787384	1	"MF"
"DG-GCL"	"GO:0050811"	"GABA receptor binding"	"1/591"	"17/11561"	0.590442068223467	0.841970389286664	0.784355673787384	1	"MF"
"DG-GCL"	"GO:0031012"	"extracellular matrix"	"11/619"	"228/12395"	0.590871405675595	0.775714914656901	0.689398795032904	11	"CC"
"DG-GCL"	"GO:0071426"	"ribonucleoprotein complex export from nucleus"	"6/595"	"123/11810"	0.591167894299524	0.941064689012608	0.910076295665868	6	"BP"
"DG-GCL"	"GO:0001756"	"somitogenesis"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0034394"	"protein localization to cell surface"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0035710"	"CD4-positive, alpha-beta T cell activation"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0042398"	"cellular modified amino acid biosynthetic process"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0043470"	"regulation of carbohydrate catabolic process"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0044743"	"protein transmembrane import into intracellular organelle"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0060193"	"positive regulation of lipase activity"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0061180"	"mammary gland epithelium development"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0061512"	"protein localization to cilium"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0072078"	"nephron tubule morphogenesis"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:1902369"	"negative regulation of RNA catabolic process"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:1903573"	"negative regulation of response to endoplasmic reticulum stress"	"2/595"	"39/11810"	0.591696775379921	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0001933"	"negative regulation of protein phosphorylation"	"15/595"	"308/11810"	0.592124951823524	0.941064689012608	0.910076295665868	15	"BP"
"DG-GCL"	"GO:0031965"	"nuclear membrane"	"12/619"	"249/12395"	0.592766016154114	0.775714914656901	0.689398795032904	12	"CC"
"DG-GCL"	"GO:0001649"	"osteoblast differentiation"	"7/595"	"144/11810"	0.593278248727537	0.941064689012608	0.910076295665868	7	"BP"
"DG-GCL"	"GO:0006479"	"protein methylation"	"7/595"	"144/11810"	0.593278248727537	0.941064689012608	0.910076295665868	7	"BP"
"DG-GCL"	"GO:0008213"	"protein alkylation"	"7/595"	"144/11810"	0.593278248727537	0.941064689012608	0.910076295665868	7	"BP"
"DG-GCL"	"GO:0043281"	"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"7/595"	"144/11810"	0.593278248727537	0.941064689012608	0.910076295665868	7	"BP"
"DG-GCL"	"GO:0005996"	"monosaccharide metabolic process"	"10/595"	"206/11810"	0.594162537238234	0.941064689012608	0.910076295665868	10	"BP"
"DG-GCL"	"GO:0072358"	"cardiovascular system development"	"22/595"	"451/11810"	0.594658996170386	0.941064689012608	0.910076295665868	22	"BP"
"DG-GCL"	"GO:0001822"	"kidney development"	"8/595"	"165/11810"	0.595561356384667	0.941064689012608	0.910076295665868	8	"BP"
"DG-GCL"	"GO:0006611"	"protein export from nucleus"	"8/595"	"165/11810"	0.595561356384667	0.941064689012608	0.910076295665868	8	"BP"
"DG-GCL"	"GO:0015718"	"monocarboxylic acid transport"	"4/595"	"82/11810"	0.598002004394787	0.941064689012608	0.910076295665868	4	"BP"
"DG-GCL"	"GO:0034440"	"lipid oxidation"	"4/595"	"82/11810"	0.598002004394787	0.941064689012608	0.910076295665868	4	"BP"
"DG-GCL"	"GO:0001936"	"regulation of endothelial cell proliferation"	"5/595"	"103/11810"	0.598117977292556	0.941064689012608	0.910076295665868	5	"BP"
"DG-GCL"	"GO:0006997"	"nucleus organization"	"5/595"	"103/11810"	0.598117977292556	0.941064689012608	0.910076295665868	5	"BP"
"DG-GCL"	"GO:0045766"	"positive regulation of angiogenesis"	"5/595"	"103/11810"	0.598117977292556	0.941064689012608	0.910076295665868	5	"BP"
"DG-GCL"	"GO:0019843"	"rRNA binding"	"3/591"	"60/11561"	0.598431299983719	0.843201193537604	0.785502256030454	3	"MF"
"DG-GCL"	"GO:0050660"	"flavin adenine dinucleotide binding"	"3/591"	"60/11561"	0.598431299983719	0.843201193537604	0.785502256030454	3	"MF"
"DG-GCL"	"GO:0048639"	"positive regulation of developmental growth"	"6/595"	"124/11810"	0.599133299453847	0.941064689012608	0.910076295665868	6	"BP"
"DG-GCL"	"GO:0060541"	"respiratory system development"	"6/595"	"124/11810"	0.599133299453847	0.941064689012608	0.910076295665868	6	"BP"
"DG-GCL"	"GO:0071166"	"ribonucleoprotein complex localization"	"6/595"	"124/11810"	0.599133299453847	0.941064689012608	0.910076295665868	6	"BP"
"DG-GCL"	"GO:0014902"	"myotube differentiation"	"3/595"	"61/11810"	0.599680947424363	0.941064689012608	0.910076295665868	3	"BP"
"DG-GCL"	"GO:0051153"	"regulation of striated muscle cell differentiation"	"3/595"	"61/11810"	0.599680947424363	0.941064689012608	0.910076295665868	3	"BP"
"DG-GCL"	"GO:1903578"	"regulation of ATP metabolic process"	"3/595"	"61/11810"	0.599680947424363	0.941064689012608	0.910076295665868	3	"BP"
"DG-GCL"	"GO:1903725"	"regulation of phospholipid metabolic process"	"3/595"	"61/11810"	0.599680947424363	0.941064689012608	0.910076295665868	3	"BP"
"DG-GCL"	"GO:0004004"	"ATP-dependent RNA helicase activity"	"2/591"	"39/11561"	0.599805339192377	0.843201193537604	0.785502256030454	2	"MF"
"DG-GCL"	"GO:0018024"	"histone-lysine N-methyltransferase activity"	"2/591"	"39/11561"	0.599805339192377	0.843201193537604	0.785502256030454	2	"MF"
"DG-GCL"	"GO:0048306"	"calcium-dependent protein binding"	"2/591"	"39/11561"	0.599805339192377	0.843201193537604	0.785502256030454	2	"MF"
"DG-GCL"	"GO:0005581"	"collagen trimer"	"2/619"	"40/12395"	0.600689257698658	0.775714914656901	0.689398795032904	2	"CC"
"DG-GCL"	"GO:0005876"	"spindle microtubule"	"2/619"	"40/12395"	0.600689257698658	0.775714914656901	0.689398795032904	2	"CC"
"DG-GCL"	"GO:0000302"	"response to reactive oxygen species"	"8/595"	"166/11810"	0.602444325194822	0.941064689012608	0.910076295665868	8	"BP"
"DG-GCL"	"GO:0005680"	"anaphase-promoting complex"	"1/619"	"18/12395"	0.602588229551814	0.775714914656901	0.689398795032904	1	"CC"
"DG-GCL"	"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"1/619"	"18/12395"	0.602588229551814	0.775714914656901	0.689398795032904	1	"CC"
"DG-GCL"	"GO:0016514"	"SWI/SNF complex"	"1/619"	"18/12395"	0.602588229551814	0.775714914656901	0.689398795032904	1	"CC"
"DG-GCL"	"GO:0031430"	"M band"	"1/619"	"18/12395"	0.602588229551814	0.775714914656901	0.689398795032904	1	"CC"
"DG-GCL"	"GO:0035267"	"NuA4 histone acetyltransferase complex"	"1/619"	"18/12395"	0.602588229551814	0.775714914656901	0.689398795032904	1	"CC"
"DG-GCL"	"GO:0043189"	"H4/H2A histone acetyltransferase complex"	"1/619"	"18/12395"	0.602588229551814	0.775714914656901	0.689398795032904	1	"CC"
"DG-GCL"	"GO:0070993"	"translation preinitiation complex"	"1/619"	"18/12395"	0.602588229551814	0.775714914656901	0.689398795032904	1	"CC"
"DG-GCL"	"GO:1901214"	"regulation of neuron death"	"11/595"	"228/11810"	0.602781741820513	0.941064689012608	0.910076295665868	11	"BP"
"DG-GCL"	"GO:0002718"	"regulation of cytokine production involved in immune response"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0032768"	"regulation of monooxygenase activity"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0042475"	"odontogenesis of dentin-containing tooth"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0043627"	"response to estrogen"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0045669"	"positive regulation of osteoblast differentiation"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0050688"	"regulation of defense response to virus"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0051058"	"negative regulation of small GTPase mediated signal transduction"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0061014"	"positive regulation of mRNA catabolic process"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0061035"	"regulation of cartilage development"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0072088"	"nephron epithelium morphogenesis"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0110110"	"positive regulation of animal organ morphogenesis"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:1902475"	"L-alpha-amino acid transmembrane transport"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:2001244"	"positive regulation of intrinsic apoptotic signaling pathway"	"2/595"	"40/11810"	0.605602906880059	0.941064689012608	0.910076295665868	2	"BP"
"DG-GCL"	"GO:0000966"	"RNA 5'-end processing"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0001963"	"synaptic transmission, dopaminergic"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0002068"	"glandular epithelial cell development"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0002082"	"regulation of oxidative phosphorylation"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0003338"	"metanephros morphogenesis"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0007549"	"dosage compensation"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0009264"	"deoxyribonucleotide catabolic process"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0010880"	"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0010882"	"regulation of cardiac muscle contraction by calcium ion signaling"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0016556"	"mRNA modification"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0021544"	"subpallium development"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0032011"	"ARF protein signal transduction"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0032012"	"regulation of ARF protein signal transduction"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0033280"	"response to vitamin D"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0034472"	"snRNA 3'-end processing"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0035459"	"cargo loading into vesicle"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0048048"	"embryonic eye morphogenesis"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0050434"	"positive regulation of viral transcription"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
"DG-GCL"	"GO:0050704"	"regulation of interleukin-1 secretion"	"1/595"	"18/11810"	0.605914874492274	0.941064689012608	0.910076295665868	1	"BP"
